KOD,NAZEV,ANAZEV,DOD,DDO,NEPLATNOST,LATNAZEV
8201T065,Hudební umění - zvuková tvorba,,,,,
8201T066,Klarinet,,,,,
8201T067,Klarinet (hra na klarinet),,,,,
8201T068,Klavír,,,,,
8201T069,Klavír (hra na klavír),,,,,
8201T070,Kompozice,,,,,
8201T071,Kontrabas,,,,,
8201T072,Kontrabas (hra na kontrabas),,,,,
8201T073,Kytara,,,,,
8201T074,Lesní roh,,,,,
8201T075,Lesní roh (hra na lesní roh),,,,,
8201T076,Operní režie,,,,,
8201T077,Pozoun,,,,,
8201T078,Sbormistrovství,,,,,
8201T080,Skladba,,,,,
8201T081,Trubka,,,,,
8201T082,Trubka (hra na trubku),,,,,
8201T083,Tuba,,,,,
8201T084,Varhany,,,,,
8201T085,Varhany (hra na varhany),,,,,
8201T086,Viola,,,,,
8201T087,Viola (hra na violu),,,,,
8201T088,Violoncello,,,,,
8201T089,Violoncello (hra na violoncello),,,,,
8201T090,Zpěv,,,,,
8201T091,Zvuková režie,,,,,
8201T092,Zvuková tvorba,,,,,
8201T095,Hudební teorie,,,,,
8201T097,Hra na kytaru,,,,,
8201T099,Hudební produkce,,,,,
8201T100,Komorní hra,,,,,
8201T101,Multimediální kompozice,,,,,
8201T102,Hra na klavír a klavírní pedagogika,,,,,
8201T103,Jazzová interpretace,,,,,
8201T104,Saxofon,,,,,
8201T105,Hra na tubu,,,,,
8201T107,Bicí nástroje - jazz,,,,,
8201T108,Klavír - jazz,,,,,
8201T109,Kontrabas - jazz,,,,,
8201T110,Saxofon - jazz,,,,,
8201T111,Historická interpretace,,,,,
8201T112,Kytara – jazz,,,,,
8201V039,Hudební umění,,,,,
8201V092,Zvuková tvorba,,,,,
8201V093,Interpretace a teorie interpretace,,,,,
8201V094,Kompozice a teorie kompozice,,,,,
8201V095,Hudební teorie,,,,,
8201V096,Skladba a teorie skladby,,,,,
8201V099,Hudební produkce,,,,,
8202R001,Choreografie,,,,,
8202R002,Nonverbální a komediální divadlo,,,,,
8202R003,Pedagogika tance,,,,,
8202R005,Tanec,,,,,
8202R006,Tanec - tanec klasický,,,,,
8202R007,Tanec - tanec moderní,,,,,
8202R008,Tanec klasický,,,,,
8202R009,Tanec moderní,,,,,
8202R010,Taneční umění,,,,,
8202R013,Taneční umění - taneční pedagogika,,,,,
8202R015,Taneční věda,,,,,
8202R019,Pantomima,,,,,
8202T001,Choreografie,,,,,
8202T002,Nonverbální a komediální divadlo,,,,,
8202T003,Pedagogika tance,,,,,
8202T004,Pedagogika tance (taneční pedagogika),,,,,
8202T010,Taneční umění,,,,,
8202T011,Taneční umění - choreografie,,,,,
8202T012,Taneční umění - nonverbální a komediální divadlo,,,,,
8202T013,Taneční umění - taneční pedagogika,,,,,
8202T015,Taneční věda,,,,,
8202T018,Taneční pedagogika,,,,,
8202T019,Pantomima,,,,,
8202V015,Taneční věda,,,,,
8202V016,Choreografie a teorie choreografie,,,,,
8202V017,Nonverbální a komediální divadlo a teorie divadla,,,,,
8203R001,Činoherní herectví,,,,,
8203R002,Činoherní režie,,,,,
8203R004,Divadelní dramaturgie,,,,,
8203R005,Divadelní manažerství,,,,,
8203R007,Dramatická výchova,,,,,
8203R009,Dramatické umění,,,,,
8203R010,Dramatické umění - činoherní herectví,,,,,
8203R011,Dramatické umění - činoherní režie,,,,,
8203R012,Dramatické umění - divadelní dramaturgie,,,,,
8203R013,Dramatické umění - divadelní manažerství,,,,,
8203R017,Dramatické umění - herectví alternativního a loutkového divadla,,,,,
8203R018,Dramatické umění - herectví činoherního divadla,,,,,
8203R019,Dramatické umění - herectví se zaměřením na autorskou tvorbu a pedagogiku,,,,,
8203R021,Dramatické umění - loutkoherectví,,,,,
8203R023,Dramatické umění - muzikálové herectví,,,,,
8203R025,Dramatické umění - produkce,,,,,
8203R027,Dramatické umění - režie a dramaturgie alternativního a loutkového divadla,,,,,
8203R028,Dramatické umění - režie a dramaturgie se specif. loutkových a alternat. forem,,,,,
8203R031,Dramatické umění - scénografie,,,,,
8203R032,Dramatické umění - scénografie - film a televize,,,,,
8203R033,Dramatické umění - scénografie - kostým a maska,,,,,
8203R035,Dramatické umění - scénografie alternativního a loutkového divadla,,,,,
8203R036,Dramatické umění - výchovná dramatika,,,,,
8203R037,Dramatické umění - výchovná dramatika pro neslyšící,,,,,
8203R038,Dramatické umění a moderování,,,,,
8203R043,Herectví alternativního a loutkového divadla,,,,,
8203R044,Herectví činoherního divadla,,,,,
8203R045,Herectví se zaměřením na autorskou tvorbu a pedagogiku,,,,,
8203R046,Integrační program kreativity pro tělesně postižené,,,,,
8203R047,Jevištní technologie,,,,,
8203R048,Loutkoherectví,,,,,
8203R050,Muzikálové herectví,,,,,
8203R051,Produkce,,,,,
8203R053,Režie - dramaturgie alternativního a loutkového divadla,,,,,
8203R054,Režie a dramaturgie se specifikou loutkářských a alternatiních forem,,,,,
8203R057,Rozhlasová a televizní dramaturgie a scenáristika,,,,,
8203R058,Scénografie,,,,,
8203R059,Scénografie - film a televize,,,,,
8203R060,Scénografie - kostým a maska,,,,,
8203R062,Scénografie alternativního a loutkového divadla,,,,,
8203R063,Textové komunikace,,,,,
8203R064,Výchovná dramatika,,,,,
8203R065,Výchovná dramatika pro Neslyšící,,,,,
8203R066,Režie - dramaturgie činoherního divadla,,,,,
8203R069,Teorie a kritika,,,,,
8203R072,Klaunská scénická a filmová tvorba,,,,,
8203R077,Kulturní dramaturgie se zaměřením na divadlo,,,,,
8203R079,Audiovizuální tvorba a divadlo,,,,,
8203R080,Režie a scenáristika,,,,,
8203R081,Audiovizuální komunikace a tvorba,,,,,
8203R082,Herectví alternativního divadla,,,,,
8203R083,Režie - dramaturgie alternativního divadla,,,,,
8203R084,Scénografie alternativního divadla,,,,,
8203R087,Performerství,,,,,
8203R088,Taneční a pohybové divadlo a výchova,,,,,
8203T001,Činoherní herectví,,,,,
8203T002,Činoherní režie,,,,,
8203T003,Divadelní antropologie,,,,,
8203T004,Divadelní dramaturgie,,,,,
8203T005,Divadelní manažerství,,,,,
8203T006,Divadlo a výchova,,,,,
8203T007,Dramatická výchova,,,,,
8203T008,"Dramatická výchova, český jazyk a literatura",,,,,
8203T009,Dramatické umění,,,,,
8203T010,Dramatické umění - činoherní herectví,,,,,
8203T014,Dramatické umění - dramatická výchova,,,,,
8203T015,Dramatické umění - dramaturgie,,,,,
8203T016,Dramatické umění - dramaturgie činoherního divadla,,,,,
8203T017,Dramatické umění - herectví alternativního a loutkového divadla,,,,,
8203T018,Dramatické umění - herectví činoherního divadla,,,,,
8203T019,Dramatické umění - herectví se zaměřením na autorskou tvorbu a pedagogiku,,,,,
8203T020,Dramatické umění - choreografie,,,,,
8203T021,Dramatické umění - loutkoherectví,,,,,
8203T022,Dramatické umění - loutky - výtvarnictví,,,,,
8203T023,Dramatické umění - muzikálové herectví,,,,,
8203T024,Dramatické umění - organizace a řízeni,,,,,
8203T025,Dramatické umění - produkce,,,,,
8203T026,Dramatické umění - režie,,,,,
8203T027,Dramatické umění - režie a dramaturgie alternativního a loutkového divadla,,,,,
8203T028,Dramatické umění - režie a dramaturgie se specif. loutkových a alternat. forem,,,,,
8203T029,Dramatické umění - režie činoherního divadla,,,,,
8203T030,Dramatické umění - rozhlasová a televizní dramaturgie a scenáristika,,,,,
8203T031,Dramatické umění - scenografie,,,,,
8203T034,Dramatické umění - scenografie - multimediální tvorba,,,,,
8203T035,Dramatické umění - scenografie alternativního a loutkového divadla,,,,,
8203T036,Dramatické umění - výchovná dramatika,,,,,
8203T039,Dramaturgie,,,,,
8203T041,Dramaturgie činoherního divadla (divadelní dramaturgie),,,,,
8203T043,Herectví alternativního a loutkového divadla,,,,,
8203T044,Herectví činoherního divadla,,,,,
8203T045,Herectví se zaměřením na autorskou tvorbu a pedagogiku,,,,,
8203T046,Integrační program kreativity pro tělesně postižené,,,,,
8203T048,Loutkoherectví,,,,,
8203T049,Loutky - výtvarnictví,,,,,
8203T050,Muzikálové herectví,,,,,
9107R002,Vojenská geodézie a kartografie,,,,,
9107T001,Geodézie a kartografie,,,,,
9107V002,Vojenská geodézie a kartografie,,,,,
9108R005,Vojenská doprava a ubytovací služba,,,,,
9108T003,Řízení a technologie vojenské automobilové dopravy,,,,,
9108T004,Vojenská doprava,,,,,
9108T005,Vojenská doprava a ubytovací služba,,,,,
9108V000,Kmenový obor: Vojenská logistika,,,,,
9108V001,Logistika vzdušných sil,,,,,
9108V002,"Použití druhů vojsk, týlové a technické zabezpečení",,,,,
9108V006,Vojenská logistika,,,,,
9109R004,Procesní manažer,,,,,
9109R010,Velitel dělostřeleckých jednotek - manažer,,,,,
9109R011,Velitel chemických jednotek - manažer,,,,,
9109R012,Velitel jednotek vojska územní obrany - manažer,,,,,
9109R013,Velitel logistických jednotek - manažer,,,,,
9109R014,Velitel mechanizovaných jednotek - manažer,,,,,
9109R017,Velitel průzkumných jednotek - manažer,,,,,
9109R018,Velitel ženijních jednotek - manažer,,,,,
9109R029,Velitel jednotek územní obrany - manažer,,,,,
9109T001,Inženýrsko-štábní,,,,,
9109T002,Manažerství a velení vojenským jednotkám,,,,,
9109T003,Motostřelecký,,,,,
9109T004,Procesní manažer,,,,,
9109T005,Průzkumný,,,,,
9109T006,Raketového vojska a dělostřelectva,,,,,
9109T007,Tankový,,,,,
9109T010,Velitel dělostřeleckých jednotek - manažer,,,,,
9109T011,Velitel chemických jednotek - manažer,,,,,
9109T012,Velitel jednotek vojska územní obrany - manažer,,,,,
9109T015,Velitel mechanizovaných jednotek - manažer,,,,,
9109T016,Velitel mechanizovaných jednotek - manažer,,,,,
9109T017,Velitel průzkumných jednotek - manažer,,,,,
9109T018,Velitel ženijních jednotek - manažer,,,,,
8202T014,Taneční umění - zvuková režie,,,,,
9109T019,Velitelsko-štábní,,,,,
9109T020,"Vojenský výcvik, zpravodajství a výchova velitelů",,,,,
9109T021,Vojska protivzdušné obrany,,,,,
9109T022,Ženijní,,,,,
9109T029,Velitel jednotek územní obrany - manažer,,,,,
9109V008,Teorie řízení a použití jednotek druhů vojsk,,,,,
9109V009,Teorie řízení a použití jednotek mechanizovaného vojska,,,,,
9109V023,Teorie  řízení a použití jednotek a útvarů  mechaniz.vojska a sil územní obrany,,,,,
9109V024,Teorie řízení a použití jednotek a útvarů dělostřelectva,,,,,
9109V025,Teorie řízení a použití jednotek a útvarů chemického vojska,,,,,
9109V026,Teorie řízení a použití jednotek a útvarů logistiky Armády České republiky,,,,,
9109V027,Teorie řízení a použití jednotek a útvarů ženijního vojska,,,,,
9109V028,Teorie řízení a využití institucionální působnosti v součinnosti s Armádou ČR,,,,,
9111V001,Modelování a simulace procesu OVO,,,,,
9111V002,Ochrana obyvatel,,,,,
9111V003,"Zbraně hromadného ničení, ochrana proti nim",,,,,
9111V004,"ZHN, škodliviny a ochrana proti nim",,,,,
9111V005,Ochrana obyvatelstva,,,,,
9115R002,Ekonomika obrany státu,,,,,
9115R003,Meteorologické zabezpečení,,,,,
9115R006,Vojenská spisová a archivní služba,,,,,
9115R009,Vojenská geografie a meteorologie,,,,,
9115T001,Ekonomika armády,,,,,
9115T002,Ekonomika obrany státu,,,,,
9115T003,Meteorologické zabezpečení,,,,,
9115T004,Organizátorsko-ekonomický,,,,,
9115T005,Vojenská povětrnostní služba,,,,,
9115T006,Vojenská spisová a archivní služba,,,,,
9115T007,Vojenskopedagogický,,,,,
9115T008,Vojenskopolitický,,,,,
9115T009,Vojenská geografie a meteorologie,,,,,
9115V002,Ekonomika obrany státu,,,,,
9115V009,Vojenská geografie a meteorologie,,,,,
9507R001,Vojenský zdravotnický management,,,,,
9507R002,Zdravotnický management,,,,,
3901T072,Jaderná chemie,,,,,
3901T073,Produktové inženýrství,,,,,
3901T074,Audio inženýrství,,,,,
3901T077,Biomechanické inženýrství,,,,,
3901V000,Kmenový obor: Aplikované vědy v inženýrství,,,,,
3901V003,Aplikovaná mechanika,,,,,
3901V004,Aplikovaná mechanika (aplikov.),,,,,
3901V006,Biomedicínská elektronika a biokybernetika,,,,,
3901V010,Biomechanika,,,,,
3901V011,Bionika,,,,,
3901V012,Fyzikální inženýrství,,,,,
3901V013,Inženýrská mechanika,,,,,
3901V014,Inženýrství oblastí,,,,,
3901V016,Jaderné inženýrství,,,,,
3901V020,Matematické a fyzikální inženýrství,,,,,
3901V021,Matematické inženýrství,,,,,
3901V022,Matematicko-fyzikální inženýrství,,,,,
3901V023,Mechanika,,,,,
3901V024,Mechanika tuhých a poddajných těles a prostředí,,,,,
3901V025,Přírodovědné inženýrství,,,,,
3901V028,Termomechanika a mechanika tekutin,,,,,
3901V031,Biomedicínská a klinická technika,,,,,
3901V034,Radiologická fyzika,,,,,
3901V040,Fyzikální elektronika a nanotechnologie,,,,,
3901V055,Aplikované vědy v inženýrství,,,,,
3901V075,Biomedicínské technologie a bioinformatika,,,,,
3902R001,Aplikovaná informatika a řízení,,,,,
3902R006,Automatizace a počítače v surovinovém průmyslu,,,,,
3902R007,Automatizace a počítačová technika v metalurgii,,,,,
3902R009,Automatizace a řízení chemických procesů,,,,,
3902R014,Automatizované strojírenské konstrukce,,,,,
3902R015,Automatizované systémy řízení chemických a potravinářských výrob,,,,,
3902R023,Inženýrská informatika,,,,,
3902R026,Kybernetika a řídicí technika,,,,,
3902R028,Počítačová podpora v řízení podniku,,,,,
3902R031,Softwarové inženýrství,,,,,
3902R033,Systémové inženýrství v oblasti surovin,,,,,
3902R037,Automatické řízení a informatika,,,,,
3902R038,Informatika a chemie,,,,,
3902R039,"Bezpečnostní technologie, systémy a management",,,,,
3902R040,Automatizace a počítačová technika v průmyslu,,,,,
3902R041,Management jakosti,,,,,
3902R043,Automatizace řízení a informatika,,,,,
3902R046,Řízení procesů,,,,,
3902R047,Modelování a informatika,,,,,
3902R049,Počítačové modelování,,,,,
3902R051,Výpočty a design,,,,,
3902R052,Informační a řídící technologie,,,,,
3902R053,Inteligentní komunikace člověk - stroj,,,,,
3902R054,Počítačové řízení strojů a procesů,,,,,
3902R055,"Systémy pro identifikaci, bezpečnost a komunikaci",,,,,
3902R057,Informační technologie v administrativě,,,,,
3902R058,Softwarové inženýrství pro chemické aplikace,,,,,
3902R061,Bioinformatika /Bioinformatics/,,,,,
3902R062,Management kvality /Quality Management/,,,,,
3902R064,Systémové inženýrství v průmyslu,,,,,
3902R065,Inteligentní systémy s roboty,,,,,
3902R999,Kmenový obor: Inženýrská informatika,,,,,
3902T001,Aplikovaná informatika a řízení,,,,,
3902T002,ASŘ v elektrotechnice a jejich projektování,,,,,
3902T003,Automatické řízení a informatika v elektrotechnice,,,,,
3902T004,Automatické řízení a inženýrská informatika,,,,,
3902T005,Automatické řízení a inženýrská informatika (meziobor.),,,,,
3902T006,Automatizace a počítače v surovinovém průmyslu,,,,,
3902T007,Automatizace a počítačová technika v metalurgii,,,,,
3902T008,Automatizace a řídicí technika ve spotřebním průmyslu,,,,,
3902T013,Automatizační technika a řízení ve strojírenství,,,,,
3902T015,Automatizované systémy řízení chemických a potravinářských výrob,,,,,
3902T016,Automatizované systémy řízení v hornictví,,,,,
3902T017,Automatizované systémy řízení v hutnictví,,,,,
3902T018,Automatizované systémy řízení v textilním a oděvním průmyslu,,,,,
3902T019,Automatizované systémy řízení v zemědělství,,,,,
3902T020,Automatizované systémy řízení ve spotřebním průmyslu,,,,,
3902T021,Automatizované systémy řízení ve strojírenství,,,,,
3902T022,Informatika v zemědělství,,,,,
3902T023,Inženýrská informatika,,,,,
3902T024,Inženýrská informatika a automatizace,,,,,
3902T025,Inženýrská informatika a řízení procesů,,,,,
3902T026,Kybernetika a řídicí technika,,,,,
3902T027,Matematické modelování v technice,,,,,
3902T029,Procesy a zařízení chemických a potravinářských výrob - matem. model. a inform.,,,,,
3902T031,Softwarové inženýrství,,,,,
3902T032,Strojní inženýrství - automatizované řízení a inženýrská informatika,,,,,
3902T033,Systémové inženýrství v oblasti surovin,,,,,
3902T034,Systémové inženýrství ve stavebnictví a investiční výstavbě,,,,,
3902T036,Inženýrská informatika v dopravě a spojích,,,,,
3902T037,Automatické řízení a informatika,,,,,
3902T039,"Bezpečnostní technologie, systémy a managament /Security Technolog.,Syst.,Manag.",,,,,
3902T041,Management jakosti,,,,,
3902T042,Automatizace a počítačová technika v průmyslových technologiích,,,,,
3902T043,Automatizace řízení a informatika,,,,,
3902T044,Aplikovaná informatika v chemii,,,,,
3902T045,Počítačové a komunikační systémy,,,,,
3902T046,Řízení procesů,,,,,
3902T048,Integrované systémy v budovách,,,,,
3902T050,Aplikovaná inženýrská informatika,,,,,
3902T051,Výpočty a design /Computations and Design/,,,,,
3902T059,Senzorika a kybernetika v chemii,,,,,
3902T060,Řídicí a rozhodovací systémy,,,,,
3902T061,Bioinformatika,,,,,
3902T062,Management kvality /Quality Management/,,,,,
3902T063,Advanced Security Technologies,,,,,
3902T064,Systémové inženýrství v průmyslu,,,,,
3902V000,Kmenový obor: Inženýrská informatika,,,,,
3902V010,Automatizace technologických procesů,,,,,
3902V011,Automatizace technologických procesů,,,,,
3902V012,Automatizace technologických procesů,,,,,
